Year,Elevation
2012,123.4081
2012,123.4061
2012,123.4042
2012,123.4022
2012,123.4003
2012,123.3982
2012,123.3963
2012,123.3943
2012,123.3922
2012,123.3903
2012,123.3883
2012,123.3863
2013,123.3843
2013,123.3820
2013,123.3800
2013,123.3777
2013,123.3755
2013,123.3732
2013,123.3710
2013,123.3687
2013,123.3664
2013,123.3642
2013,123.3619
2013,123.3597
2014,123.3574
2014,123.3565
2014,123.3556
2014,123.3546
2014,123.3537
2014,123.3527
2014,123.3517
2014,123.3507
2014,123.3498
2014,123.3488
2014,123.3478
2014,123.3469
2015,123.3459
2015,123.3452
2015,123.3445
2015,123.3437
2015,123.3430
2015,123.3422
2015,123.3415
2015,123.3407
2015,123.3400
2015,123.3392
2015,123.3385
2015,123.3377
2016,123.3370
2016,123.3363
2016,123.3357
2016,123.3350
2016,123.3344
2016,123.3337
2016,123.3330
2016,123.3323
2016,123.3317
2016,123.3310
2016,123.3303
2016,123.3297
2017,123.3290
2017,123.3280
2017,123.3271
2017,123.3260
2017,123.3251
2017,123.3240
2017,123.3230
2017,123.3220
2017,123.3210
2017,123.3200
2017,123.3190
2017,123.3180
2018,123.3170
2018,123.3143
2018,123.3120
2018,123.3093
2018,123.3067
2018,123.3041
2018,123.3015
2018,123.2989
2018,123.2962
2018,123.2937
2018,123.2910
2018,123.2885
2019,123.2873
2019,123.2850
2019,123.2829
2019,123.2805
2019,123.2783
2019,123.2759
2019,123.2737
2019,123.2713
2019,123.2690
2019,123.2667
2019,123.2644
2019,123.2621
2020,123.2598
2020,123.2575
2020,123.2554
2020,123.2531
2020,123.2509
2020,123.2486
2020,123.2464
2020,123.2441
2020,123.2419
2020,123.2396
2020,123.2374
2020,123.2352
2021,123.2329
2021,123.2309
2021,123.2290
2021,123.2270
2021,123.2250
2021,123.2230
2021,123.2210
2021,123.2190
2021,123.2170
2021,123.2150
2021,123.2130
2021,123.2110
2022,123.2090
2022,123.2072
2022,123.2056
2022,123.2039
2022,123.2022
2022,123.2004
2022,123.1987
2022,123.1969
2022,123.1952
2022,123.1935
2022,123.1917
2022,123.1900
2023,123.1883
2023,123.1865
2023,123.1849
2023,123.1831
2023,123.1814
2023,123.1796
2023,123.1778
